Company,Person (Full Name),Race (White/POC),Gender (Female/Male),Position,Sources (web links),Timestamp (date),,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Sheara J. Fredman,White,Male,Chief Accounting Officer,https://www.goldmansachs.com/our-firm/leadership/executive-officers/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Richard J. Gnodde,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Richard A. Friedman,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Timothy J. O'Neill,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Masanori Mochida,POC,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Gwen R. Libstag,White,Female,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Tucker York,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Alison J. Mass,White,Female,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Michael D. Daffey,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Eric S. Lane,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Gregg R. Lemkau,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Ashok Varadhan,POC,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Dan Dees,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,George Lee,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Marc Nachmann,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,James P. Esposito,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,James Paradise,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Todd Leland,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Sheila H. Patel,POC,Female,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Julian C. Salisbury,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Dina Powell McCormick,White,Female,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Stephanie E. Cohen,White,Female,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Asahi Pompey,POC,Female,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Marco Argenti,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Bentley de Bayer,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Kathryn Ruemmler,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Russell W. Horwitz,White,Male,Management Committee,https://www.goldmansachs.com/our-firm/leadership/management-committee/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,M. Michele Burns,White,Female,Board of Directors,https://www.goldmansachs.com/our-firm/leadership/board-of-directors/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Drew G. Faust,White,Female,Board of Directors,https://www.goldmansachs.com/our-firm/leadership/board-of-directors/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Mark A. Flaherty,White,Male,Board of Directors,https://www.goldmansachs.com/our-firm/leadership/board-of-directors/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Ellen J. Kullman,White,Female,Board of Directors,https://www.goldmansachs.com/our-firm/leadership/board-of-directors/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Lakshmi N. Mittal,POC,Male,Board of Directors,https://www.goldmansachs.com/our-firm/leadership/board-of-directors/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Adebayo O. Ogunlesi,POC,Male,Board of Directors,https://www.goldmansachs.com/our-firm/leadership/board-of-directors/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Peter Oppenheimer,White,Male,Board of Directors,https://www.goldmansachs.com/our-firm/leadership/board-of-directors/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Jan E. Tighe,White,Male,Board of Directors,https://www.goldmansachs.com/our-firm/leadership/board-of-directors/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,David A. Viniar,White,Male,Board of Directors,https://www.goldmansachs.com/our-firm/leadership/board-of-directors/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Goldman Sachs,Mark O. Winkelman,White,Male,Board of Directors,https://www.goldmansachs.com/our-firm/leadership/board-of-directors/index.html,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Satya Nadella,POC,Male,CEO,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Judson Althoff,White,Male,"Executive VP, Worldwide Commercial Business",https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Chris Capossela,White,Male,"Chief Marketing Officer and Executive VP, Marketing and Consumer Business",https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Jean-Philippe Courtois,White,Male,"Executive VP and President, Microsoft Global Sales, Marketing and Operations",https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Kurt DelBene,White,Male,"Executive VP, Corporate Strategy, Core Services Engineering and Operations",https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Scott Guthrie,White,Male,"Executive VP, Microsoft Cloud+AI Group",https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Kathleen Hogan,White,Female,"Executive VP, HR",https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Amy Hood,White,Female,Executive VP and Chief Financial Officer,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Rajesh Jha,POC,Male,"Executive VP, Experiences and Devices",https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Takeshi Numoto,POC,Male,Commercial Chief Marketing Officer,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Dave O'Hara,White,Male,"Corporate VP and Chief Financial Officer, Commercial Finance",https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Ryan Roslansky,White,Male,CEO of LinkedIn,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Kevin Scott,White,Male,"CTO and Executive VP, Technology & Research",https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Brad Smith,White,Male,President,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Phil Spencer,White,Male,"Executive VP, Gaming",https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Jason Zander,White,Male,"Executive VP, Microsoft Azure",https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,John W. Thompson,POC,Male,Board of Directors,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Reid Hoffman,White,Male,Board of Directors,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Hugh Johnston,White,Male,Board of Directors,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Teri List-Stoll,White,Female,Board of Directors,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Sandra E. Peterson,White,Female,Board of Directors,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Penny Pritzker,White,Female,Board of Directors,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Charles W. Scharf,White,Male,Board of Directors,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Arne Sorenson,White,Male,Board of Directors,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,John W. Stanton,White,Male,Board of Directors,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Emma Walmsley,White,Female,Board of Directors,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Microsoft,Padmasree Warrior,POC,Female,Board of Directors,https://news.microsoft.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Kevin Johnson,White,Male,President and CEO,https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Rosalind Brewer,POC,Female,Chief Operating Officer and Group President,https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Andy Adams,White,Male,"Senior VP, Store Development",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Kelly Bengston,White,Female,"Senior VP, Chief Procurement Officer, Global Sourcing",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Tyson Avery,White,Male,"Senior VP, Deputy General Counsel and Chief Ethics and Compliance Officer",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Luigi Bonini,White,Male,"Senior VP, Global Production Innovation",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Brady Brewer,White,Male,"Executive VP,Chief Marketing Officer",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Michelle Burns,White,Female,"Senior VP, Global Coffee & Tea",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Michael Conway,POC,Male,"Executive VP and President, International Licensed Stores",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Lori Digulla,White,Female,Senior VP and general manager for Starbucks Canada,https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,John Culver,White,Male,"Group President, International,Channel Development and Global Coffee & Tea",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,George Dowdie,POC,Male,"Senior VP, Global Food Safety, Quality & Regulatory",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Chris Fallon,White,Male,"Senior VP, Business Technology",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Tom Ferguson,White,Male,"Senior VP, International Retail Operations",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Jon Francis,White,Male,"Senior VP, Analytics and Market Research",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Jen Frisch,White,Female,"Senior VP, Partner Resources, U.S. Retail, Licensed Stores and Operations Services",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Shannon Garcia,White,Female,"Senior VP, US Operations",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Sumitro Ghosh,POC,Male,"Senior VP, Siren Retail",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Rachel Gonzalez,POC,Female,Executive VP general counsel and secretary,https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Patrick Grismer,White,Male,Executive VP and chief financial officer,https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Lucy Lee Helm,White,Female,"Executive VP, chief partner officer",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Zabrina Jenkins,POC,Female,"Senior VP, Deputy General Counsel",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Scott Keller,White,Male,"Senior VP, Store Development & Design",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,John Kelly,White,Male,"Executive VP, Public Affairs and Social Impact",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Janet Landers,White,Female,"Senior VP, Business Technology",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Angela Lis,White,Female,"Senior VP, Partner Resources, Global Retail",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Gerri Martin-Flickinger,White,Female,"Executive VP, CTO",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Holly May,White,Female,"Senior VP, Global Total Rewards & Service Delivery",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Hans Melotte,White,Male,"Executive VP, Global Channel Development",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Takafumi Minaguchi,POC,Male,"CEO, Starbucks Japan",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Duncan Moir,White,Male,"President, Starbucks EMEA",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Carl Mount,White,Male,"Senior VP, Logistics & US Retail Supply Chain",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Denise Nelsen,White,Female,"Senior VP, US Operations",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Mark Ring,White,Male,"Senior VP, US Licensed Stores and Latin America",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Rachel Ruggeri,White,Female,"Senior VP, Finance, Americas",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Kyndra Russell,White,Female,"Senior VP, Marketing",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Sandra Stark,White,Female,"Senior VP, Product",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Sara Trilling,White,Female,"Senior VP and president, Starbucks Asia Pacific",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Leo Tsoi,POC,Male,"CEO, Starbucks China",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Jill Walker,White,Female,"Senior VP, Corporate Financial Services, and chief accounting officer",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Jess Wile,White,Male,"Senior VP and chief information officer, customer and retail technology",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Rossann Williams,White,Female,"Executive VP, president US company-operated business and Canada",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Belinda Wong,POC,Female,"Chairman and CEO, Starbucks China",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Gina Woods,White,Female,"Senior VP, Public Affairs",https://stories.starbucks.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Myron E. Ullman III,White,Male,Board of Directors,https://investor.starbucks.com/corporate-governance/board-of-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Mellody Hobson,POC,Female,Board of Directors,https://investor.starbucks.com/corporate-governance/board-of-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,"Richard E. Allison,Jr.",White,Male,Board of Directors,https://investor.starbucks.com/corporate-governance/board-of-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Andrew Campion,White,Male,Board of Directors,https://investor.starbucks.com/corporate-governance/board-of-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Mary N. Dillon,White,Female,Board of Directors,https://investor.starbucks.com/corporate-governance/board-of-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Isabel Ge Mahe,POC,Female,Board of Directors,https://investor.starbucks.com/corporate-governance/board-of-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Jørgen Vig Knudstorp,White,Male,Board of Directors,https://investor.starbucks.com/corporate-governance/board-of-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Satya Nadella,POC,Male,Board of Directors,https://investor.starbucks.com/corporate-governance/board-of-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Joshua Cooper Ramo,White,Male,Board of Directors,https://investor.starbucks.com/corporate-governance/board-of-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Clara Shih,POC,Female,Board of Directors,https://investor.starbucks.com/corporate-governance/board-of-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Starbucks,Javier G. Teruel,White,Male,Board of Directors,https://investor.starbucks.com/corporate-governance/board-of-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,Mark Thompson,White,Male,President and CEO,https://www.nytco.com/company/people/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,Meredith Kopit Levien,White,Female,"Executive VP, COO",https://www.nytco.com/company/people/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,David Rubin,White,Male,Chief Marketing Officer,https://www.nytco.com/company/people/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,William Bardeen,White,Male,"Senior VP, Chief Strategy Officer",https://www.nytco.com/company/people/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,Keith McLeod,POC,Male,"Executive Director, Marketing Operations",https://www.nytco.com/company/people/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,Natalie Booth,White,Female,"HR Business Partner,International",https://www.nytco.com/company/people/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,Diane Brayton,White,Female,General Counsel and Secretary,https://www.nytco.com/company/people/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,Arthur O. Sulzberger. Jr.,White,Male,Board of Directors,https://www.nytco.com/board-of-directors/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,Aman S. Bhutani,POC,Male,Board of Directors,https://www.nytco.com/board-of-directors/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,Robert E. Denham,White,Male,Board of Directors,https://www.nytco.com/board-of-directors/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,Rachel Glaser,White,Female,Board of Directors,https://www.nytco.com/board-of-directors/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,Hays N. Golden,White,Male,Board of Directors,https://www.nytco.com/board-of-directors/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,Brian P. McAndrews,White,Male,Board of Directors,https://www.nytco.com/board-of-directors/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,David Perpich,White,Male,Board of Directors,https://www.nytco.com/board-of-directors/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,"John W. Rogers,Jr.",POC,Male,Board of Directors,https://www.nytco.com/board-of-directors/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,Doreen Toben,White,Female,Board of Directors,https://www.nytco.com/board-of-directors/,8/28/20,,,,,,,,,,,,,,,,,,,,
The New York Times,Revecca Van Dyck,White,Female,Board of Directors,https://www.nytco.com/board-of-directors/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Tim Cook,White,Male,CEO,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Katherine Adams,White,Female,Senior VP and General Counsel,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Eddy Cue,White,Male,Senior VP and Internet Software and Services,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Craig Federighi,White,Male,Senior VP Software Engineering,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,John Giannandra,White,Male,"Senior VP, Machine Learnning and AI Strategy",https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Sabih Khan,POC,Male,Senior VP Operations,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Luca Maestri,White,Male,Senior VP and CFO,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Deidre O'Brien,White,Female,"Senior VP, Retail + People",https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Dan Riccio,White,Male,Senior VP Hardware Engineering,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Philip W. Schiller,White,Male,Senior VP Worlwide Marketing,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Johny Srouji,POC,Male,Johny Srouji Hardware Technologies,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Jeff Williams,White,Male,COO,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Lisa Jackson,POC,Female,"Vice President, Environment, Policy and Social Initiatives",https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Isabel Ge Mahe,POC,Female,Vice President and Managing Director of Greater China,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Tor Myhren,White,Male,Vice President Marketing Communications,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Adrian Perica,White,Male,Vice President Corporate Development,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Arthur D. Levinson,White,Male,Board of Directors,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,James A. Bell,POC,Male,Board of Directors,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Albert Gore Jr.,White,Male,Board of Directors,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Andrea Jung,POC,Female,Board of Directors,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Ronald D. Sugar,White,Male,Board of Directors,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Apple,Susan L. Wagner,White,Female,Board of Directors,https://www.apple.com/leadership/,8/28/20,,,,,,,,,,,,,,,,,,,,
Amazon,Jeffrey P. Bezos,White,Male,"President, CEO and Chairman of the Board",https://ir.aboutamazon.com/officers-and-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Amazon,Brian T. Olavsky,White,Male,Senior VP and CFO,https://ir.aboutamazon.com/officers-and-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Amazon,Andrew R. Jassy,White,Male,"CEO, Amaon Web Services",https://ir.aboutamazon.com/officers-and-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Amazon,Shelley L. Reynolds,White,Male,"VP,Worldwide Controller",https://ir.aboutamazon.com/officers-and-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Amazon,Jeffrey A. Wilke,White,Male,CEO Worldwide Consumer,https://ir.aboutamazon.com/officers-and-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Amazon,David A. Zapolsky,White,Male,"Senior VP, General Counsel and Secretary",https://ir.aboutamazon.com/officers-and-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Amazon,Rosaling G. Brewer,POC,Female,Board of Directors,https://ir.aboutamazon.com/officers-and-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Amazon,Jamie S. Gorelick,White,Female,Board of Directors,https://ir.aboutamazon.com/officers-and-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Amazon,Daniel P. Huttenlocher,White,Male,Board of Directors,https://ir.aboutamazon.com/officers-and-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Amazon,Judith A. McGrath,White,Female,Board of Directors,https://ir.aboutamazon.com/officers-and-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Amazon,Indra K. Nooyi,POC,Female,Board of Directors,https://ir.aboutamazon.com/officers-and-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Amazon,Jonathan J. Rubinstein,White,Male,Board of Directors,https://ir.aboutamazon.com/officers-and-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Amazon,Thomas O. Ryder,White,Male,Board of Directors,https://ir.aboutamazon.com/officers-and-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Amazon,Patricia Q. Stonesifer,White,Female,Board of Directors,https://ir.aboutamazon.com/officers-and-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Amazon,Wendell P. Weeks,White,Male,Board of Directors,https://ir.aboutamazon.com/officers-and-directors/default.aspx,8/28/20,,,,,,,,,,,,,,,,,,,,
Lyft,Logan Green,White,Male,"CEO, Co-Founder and Director",https://investor.lyft.com/corporate-governance/management,8/30/20,,,,,,,,,,,,,,,,,,,,
